,ADDR,bun,ji,region_cd,소방청 / 화재·구조·구급 통계시스템,OCRN_YMD,DAM_AMT,DCSD_CNT,OCRN_MM,CSTS_CNT,YMAP_CRTS,ROAD_NM_ADDR,RSN_,XMAP_CRTS,SN,GEOM,INJPSN_CNT
253,서울특별시 동대문구 제기동 979,979,,1123010300,2008.0,3.0,0,1,6.0,1,4520392.437,,건물 내부수리중 안전조치 부적절,14141776.41,13,POINT(14141776.407299999 4520392.4370999997),0
254,부산광역시 중구 보수동1가 32,32,,2611000000,2008.0,29.0,0,1,7.0,1,4178575.654,,학교 공사중 옹벽 붕괴로 토사유출,14362962.89,14,POINT(14362962.8858 4178575.6540999999),0
255,서울특별시 강남구 논현동 119,119,,1168010800,2008.0,31.0,0,1,10.0,2,4511480.717,,옛 나산백화점 철거공사중 구조물 붕괴,14142122.38,15,POINT(14142122.3771 4511480.7171999998),1
256,서울특별시 서대문구 남가좌동 124-149,124,149,1141012000,2008.0,25.0,0,1,11.0,1,4519179.909,,재개발 공사현장 주택철거중 난간붕괴,14128683.69,16,POINT(14128683.6888 4519179.9093000004),0
257,경상북도 포항시 남구 송도동 253-55,253,55,4711110400,2010.0,23.0,0,1,2.0,1,4307257.699,,시멘트 저장창고 청소 작업 중 인부1명이 매몰,14402007.0,17,POINT(14402007.002900001 4307257.699),0
258,경상북도 고령군 개진면 양전리 398-3,398,3,4783035032,2010.0,29.0,0,1,3.0,1,4262209.526,,중량물 전도 깔림 추정,14281981.23,20,POINT(14281981.231000001 4262209.5263999999),0
259,인천광역시 강화군 송해면 하도리 361-1,361,1,2871039026,2010.0,3.0,0,0,4.0,2,4545528.715,,공사중 붕괴,14078253.59,21,POINT(14078253.594599999 4545528.7150999997),2
260,부산광역시 북구 화명동 898-2,898,2,2632010200,2010.0,5.0,0,1,4.0,1,4194679.415,,주민공동이용시설 거푸집 붕괴 사고,14361624.15,22,POINT(14361624.1483 4194679.4151999997),0
261,경상남도 사천시 실안동 1131,1131,,4824011800,2010.0,2.0,0,0,7.0,0,4157545.924,,공사현장 토사붕괴,14252655.74,23,POINT(14252655.740499999 4157545.9238999998),0
262,경상북도 봉화군 봉성면 금봉리 710-2,710,2,4792032026,2010.0,5.0,0,1,7.0,1,4425398.111,,컨베이어벨트 밑에 깔려 사망,14335222.0,24,POINT(14335222.002599999 4425398.1113),0
263,경기도 성남시 분당구 야탑동 757,757,,4113510700,2010.0,9.0,0,1,7.0,1,4495376.741,,소화전 배관공사 중 흙더미가 무너져 공사인부 1명 사망,14152218.03,25,POINT(14152218.0308 4495376.7413999997),0
264,인천광역시 서구 오류동 1206-3,1206,3,2826011900,2010.0,17.0,0,0,8.0,2,4521490.476,,지반붕괴,14093802.75,26,POINT(14093802.7522 4521490.4762000004),2
265,인천광역시 부평구 부평동 274-21,274,21,2823710100,2010.0,27.0,0,0,8.0,1,4507690.44,,천정 무너짐,14105504.46,27,POINT(14105504.461100001 4507690.4402999999),1
266,경기도 성남시 분당구 서현동 261-5,261,5,4113510500,2010.0,14.0,0,0,9.0,0,4493054.458,,집중호우로 인한 지반 약화로 흙막이 붕괴(추정),14151122.88,28,POINT(14151122.884199999 4493054.4578),0
267,경기도 양주시 남면 상수리 665-3,665,3,4163032027,2010.0,9.0,0,0,10.0,10,4560547.805,,옥상 거푸집에 콘크리트 타설중 콘크리트 무게를 견디지 못하고 거푸집과 철근이 일부 붕괴,14137388.32,29,POINT(14137388.321699999 4560547.8046000004),10
268,인천광역시 강화군 불은면 삼성리 826-2,826,2,2871032027,2010.0,12.0,0,0,11.0,1,4537983.009,,흙더미 붕괴,14075605.77,30,POINT(14075605.765000001 4537983.0086000003),1
269,경상북도 봉화군 석포면 석포리 555,555,,4792039021,2010.0,9.0,0,1,12.0,1,4445543.252,,옥외탱크 심시계단 설치 중 붕괴 추정,14366707.35,31,POINT(14366707.348300001 4445543.2523999996),0
270,울산광역시 울주군 상북면 덕현리 산23-1,23,1,3171038026,2011.0,5.0,0,0,1.0,1,4251007.493,,석축 작업장 토사붕괴,14366504.77,32,POINT(14366504.7664 4251007.4929999998),1
271,강원특별자치도 강릉시 성산면 산북리 1271-3,1271,3,5115031029,2011.0,13.0,0,4,1.0,9,4537406.884,,배수로 콘크리트 타설 공사 중 지붕(거푸집)이 붕괴,14340257.65,33,POINT(14340257.6482 4537406.8837000001),5
272,강원특별자치도 삼척시 원덕읍 월천리 631-2,631,2,5123025327,2011.0,14.0,0,0,2.0,0,4462660.825,,"폭설로 인하여 축사붕괴, 한우 5두 압사",14397233.72,36,POINT(14397233.715299999 4462660.8247999996),0
273,강원특별자치도 삼척시 원당동 117,117,,5123011800,2011.0,15.0,0,0,2.0,0,4500515.47,,폭설로 인한 지붕붕괴 고립자 발생,14377067.81,37,POINT(14377067.8148 4500515.4698999999),0
274,강원특별자치도 삼척시 정상동 386-5,386,5,5123012500,2011.0,16.0,0,0,2.0,0,4500242.081,,지붕의 눈이 떨어지면서 담벼락 붕괴,14379373.11,38,POINT(14379373.106699999 4500242.0812999997),0
275,강원특별자치도 삼척시 남양동 15-9,15,9,5123012000,2011.0,23.0,0,0,2.0,0,4501223.486,,지붕위 눈에 의하여 간판이 밀림,14379011.28,39,POINT(14379011.2772 4501223.4857999999),0
276,강원특별자치도 삼척시 근덕면 매원리 78-6,78,6,5123031031,2011.0,23.0,0,0,2.0,0,4483585.904,,보일러 창고 지붕이 붕괴된 상황,14390586.93,40,POINT(14390586.929199999 4483585.9035),0
277,경상북도 상주시 내서면 능암리 322,322,,4725037021,2011.0,4.0,0,1,3.0,1,4356223.628,,5톤 덤프트럭에서 화목용 나무를 마 당에 적재하던 중 나무가 쏟아져 압사,14259021.79,41,POINT(14259021.7893 4356223.6276000002),0
278,전북특별자치도 익산시 왕궁면 구덕리 산214,214,,5214041023,2011.0,31.0,0,0,3.0,1,4291846.149,,축사 철거 중 지붕 붕괴,14147517.52,43,POINT(14147517.52 4291846.1487999996),1
279,대구광역시 달서구 갈산동 358-73,358,73,2729010600,2011.0,31.0,0,0,3.0,2,4278384.03,,건축물 철거작업중 외벽 붕괴,14304417.14,44,POINT(14304417.138599999 4278384.0300000003),2
280,강원특별자치도 태백시 황지동 59-163,59,163,5119010100,2011.0,10.0,1000,0,5.0,0,4462354.916,,황지중 관사 옹벽보강 작업을 위해 터파기 작업 후 비가 내려 붕괴,14358867.41,47,POINT(14358867.413799999 4462354.9155000001),0
281,대전광역시 중구 선화동 21-8,21,8,3014010200,2011.0,20.0,0,0,5.0,0,4346089.91,,골목길 에서 세멘트 담벽 젲거중 담벽 일시 무너짐,14184690.83,48,POINT(14184690.8311 4346089.9096999997),0
282,경상북도 봉화군 재산면 갈산리 238,238,,4792036024,2011.0,22.0,0,0,6.0,0,4418854.306,,주택 공사중 지붕 붕괴,14364185.92,49,POINT(14364185.920499999 4418854.3060999997),0
283,울산광역시 중구 성안동 산160,160,,3111010900,2011.0,26.0,15000,0,6.0,0,4242481.825,,"배수 불량으로 인한 절개지 붕괴, 배수로 및 휀스 유실",14395119.07,52,POINT(14395119.0746 4242481.8245999999),0
284,울산광역시 울주군 상북면 천전리 313 일원,,,3171038028,2011.0,26.0,0,0,6.0,0,4242005.849,,폭우 인한 제방붕괴,14371094.07,53,POINT(14371094.0713 4242005.8490000004),0
285,울산광역시 울주군 상북면 천전리 304 일원,,,3171038028,2011.0,26.0,0,0,6.0,0,4242142.404,,폭우 인한 제방붕괴,14370983.03,54,POINT(14370983.0287 4242142.4042999996),0
286,울산광역시 울주군 상북면 천전리 455 일원,,,3171038028,2011.0,26.0,0,0,6.0,0,4241191.416,,폭우 인한 축대유실,14371141.13,55,POINT(14371141.127 4241191.4162999997),0
287,충청북도 충주시 종민동 1018-1,1018,1,4313012100,2011.0,4.0,0,0,7.0,0,4440219.818,,집중호우로 인한 축대(자연석) 붕괴,14246751.6,57,POINT(14246751.604800001 4440219.8179000001),0
288,대구광역시 서구 내당동 65-5,65,5,2717010100,2011.0,9.0,0,0,7.0,2,4281394.371,,천정 붕괴,14311555.69,59,POINT(14311555.6885 4281394.3712999998),2
289,경상북도 영주시 문수면 권선리 304,304,,4721033024,2011.0,10.0,0,0,7.0,1,4408339.621,,가정집(부엌) 천장붕괴(원인 미상),14316352.86,60,POINT(14316352.8555 4408339.6211999999),1
290,충청북도 보은군 삼승면 우진리 산13,13,,4372035029,2011.0,11.0,0,0,7.0,0,4358780.225,,"농공단지 뒤편 야산에서 산사태가 발생, 흘리내린 토사가 계곡수를 흘려보내는 배수로를 막아 배수기능 마비, 범람한 물과 토사가 도로를 타고 농공단지내로 유입됨",14217984.64,61,POINT(14217984.635500001 4358780.2248),0
291,충청북도 충주시 교현동 148-29,148,29,4313010500,2011.0,11.0,0,0,7.0,0,4435640.448,,집중호우로 인한 지붕과 건물 외벽 일부 붕괴,14242462.1,62,POINT(14242462.102499999 4435640.4475999996),0
292,울산광역시 중구 복산동 653-24,653,24,3111010300,2011.0,11.0,0,1,7.0,1,4240703.473,,미상,14396396.87,63,POINT(14396396.869200001 4240703.4726),0
293,서울특별시 강동구 천호동 419-1,419,1,1174010900,2011.0,20.0,0,6,7.0,2,4514768.956,,후면 3층 노후 건물 보수공사 중 붕괴,14151716.55,64,POINT(14151716.547900001 4514768.9555000002),8
294,강원특별자치도 원주시 문막읍 반계리 2251,2251,,5113025029,2011.0,21.0,0,0,7.0,2,4479685.339,,상수도관 작업중 토사 붕괴,14226415.9,65,POINT(14226415.9048 4479685.3393000001),2
295,부산광역시 남구 용당동 산72,72,,2629010800,2011.0,26.0,59116,0,7.0,0,4179459.749,,집중호우에 따른 산사태,14370314.13,69,POINT(14370314.125399999 4179459.7486),0
296,부산광역시 남구 용호동 산195-2,195,2,2629010700,2011.0,26.0,50971,0,7.0,0,4178134.269,,집중호우에 따른 사면유실,14373782.04,70,POINT(14373782.0381 4178134.2686000001),0
297,서울특별시 송파구 마천동 358-15,358,15,1171011400,2011.0,26.0,0,0,7.0,0,4508436.233,,집중호우로 인한 관내 기존 무허가 건물 지붕붕괴,14154956.84,72,POINT(14154956.8387 4508436.2325999998),0
298,강원특별자치도 춘천시 신북읍 천전리 38-28,38,28,5111025022,2011.0,27.0,0,13,7.0,37,4570089.165,,집중호우에 따른 지반약화,14225956.3,75,POINT(14225956.300000001 4570089.1650999999),24
299,울산광역시 중구 북정동 50-4,50,4,3111010400,2011.0,27.0,0,0,7.0,0,4240020.784,,주택 담벼락 붕괴 우려에 따른 안전조치,14396192.77,76,POINT(14396192.768300001 4240020.7843000004),0
300,"강원특별자치도 춘천시 신북읍 천전리 산70-1, 산70-2, 산71-3, 산71-5",71,5,5111025022,2011.0,27.0,471763,24,7.0,13,4570170.598,,집중호우로 인한 산사태 발생,14225952.09,77,POINT(14225952.085200001 4570170.5983999996),37
301,인천광역시 강화군 하점면 부근리 681-4,681,4,2871037023,2011.0,27.0,0,0,7.0,1,4547312.347,,밭 축대 붕괴,14073518.59,78,POINT(14073518.5911 4547312.3474000003),1
302,강원특별자치도 원주시 문막읍 건등리 1438,1438,,5113025026,2011.0,28.0,0,0,7.0,1,4483349.909,,아파트 옥상 거푸집 분리작업 중 거푸집 붕괴사고,14229370.75,79,POINT(14229370.7469 4483349.9094000002),1
303,충청북도 제천시 덕산면 수산리 903,903,,4315034024,2011.0,30.0,0,0,7.0,0,4427007.088,,성백우씨 담배건조장 노후로 인한 붕괴(부상자 없음) 창고식으로 재건축,14259647.19,80,POINT(14259647.191 4427007.0875000004),0
304,울산광역시 중구 남외동 483-16,483,16,3111011500,2011.0,6.0,0,0,8.0,0,4241385.647,,굴착기작업중 옥상붕괴,14398652.14,81,POINT(14398652.1382 4241385.6469999999),0
305,전북특별자치도 익산시 갈산동 87-4,87,4,5214010700,2011.0,8.0,0,1,8.0,1,4291605.646,,공중화장실 붕괴,14132439.04,82,POINT(14132439.0404 4291605.6462000003),0
306,충청북도 진천군 문백면 봉죽리 257,257,,4375033027,2011.0,9.0,0,0,8.0,0,4409170.426,충청북도 진천군 문백면 봉죽2길 20-42 경향렉스빌 101동 뒷산,강우로 인한 토사붕괴,14185175.45,83,POINT(14185175.450099999 4409170.4260999998),0
307,충청북도 진천군 광혜원면 금곡리 89,89,,4375037021,2011.0,9.0,0,0,8.0,0,4435121.147,충청북도 진천군 광혜원면 금천길 116,태풍으로 인한 가옥붕괴,14186975.82,84,POINT(14186975.822799999 4435121.1464999998),0
308,충청북도 진천군 광혜원면 금곡리 89,89,,4375037021,2011.0,9.0,0,0,8.0,0,4435146.842,,태풍으로 인한 가옥붕괴,14187020.78,527,POINT(14187020.776900001 4435146.8424000004),0
309,전북특별자치도 정읍시 충정로 324-1,324,1,5218044025,2011.0,9.0,0,0,8.0,0,4242229.851,,호우에 의한 토사유입으로 주택붕괴(부상 없음),14120750.22,85,POINT(14120750.223300001 4242229.8508000001),0
310,경상북도 영주시 영주동 547,547,,4721010100,2011.0,12.0,0,0,8.0,1,4414849.996,,하수작업중 토사 붕괴,14317971.4,86,POINT(14317971.403899999 4414849.9957999997),1
311,경상북도 포항시 남구 호미곶면 대동배리 산95,95,,4711135024,2011.0,21.0,0,0,8.0,2,4308507.815,,해변가에서 피서 중 낙석에 피해를 입음,14419011.69,87,POINT(14419011.687100001 4308507.8150000004),2
312,충청북도 보은군 보은읍 성족리 산16,16,,4372025036,2011.0,28.0,0,0,8.0,0,4371817.565,,집중호우로 인한 경사면 붕괴,14222195.97,88,POINT(14222195.9658 4371817.5646000002),0
313,경상북도 봉화군 소천면 분천리 105-1,105,1,4792035027,2011.0,7.0,0,0,9.0,0,4431374.291,,터널안 공사중 천정붕괴,14370567.09,90,POINT(14370567.086999999 4431374.2911999999),0
314,경상남도 통영시 정량동 1398,1398,,4822010900,2011.0,10.0,2000,0,9.0,0,4142680.08,,집중호우로 인한 불량토질의 급경사지 붕괴,14297689.79,91,POINT(14297689.7914 4142680.0795999998),0
315,경상북도 성주군 선남면 선원리 378-2,378,2,4784031036,2011.0,3.0,0,1,11.0,2,4282674.054,,상수도 관로 인입공사의 암거 하월 부분 작업 중 토사에 매몰,14290948.19,92,POINT(14290948.1929 4282674.0537),1
316,경상북도 김천시 부항면 하대리 717-1,717,1,4715043027,2011.0,7.0,0,0,11.0,4,4300918.126,,아랫두대 교량 정비공사의 콘크리트 타 설작업중 하중을 견디지 못하고 붕괴,14240439.61,93,POINT(14240439.6127 4300918.1259000003),4
317,전북특별자치도 익산시 평화동 37,37,,5214010600,2011.0,9.0,0,0,11.0,0,4291601.237,,관거공사 중 토사 붕괴,14131575.51,94,POINT(14131575.510600001 4291601.2368000001),0
318,경상남도 창원시 마산합포구 구산면 심리 산3,3,,4812531029,2011.0,11.0,132615,0,11.0,0,4173429.508,,집중호우에 따른 사면붕괴,14319571.65,95,POINT(14319571.653899999 4173429.5077),0
319,경상남도 창원시 마산합포구 완월동 산98-69,98,69,4812512800,2011.0,11.0,38874,0,11.0,0,4190759.467,,집중호우에 따른 사면붕괴,14310409.01,96,POINT(14310409.005000001 4190759.4668000001),0
320,경기도 성남시 중원구 상대원동 149-1,149,1,4113310500,2011.0,25.0,0,0,11.0,0,4499941.297,,지하터파기공사중 토압가중에 의한 흙막이 시설붕괴,14156435.6,97,POINT(14156435.6031 4499941.2970000003),0
321,울산광역시 울주군 서생면 위양리 1091-2,1091,2,3171031030,2014.0,25.0,0,0,8.0,0,4213657.766,,폭우 인한 산사태,14393247.12,354,POINT(14393247.115900001 4213657.7663000003),0
322,울산광역시 울주군 온산읍 원산리 916-12,916,12,3171025031,2014.0,25.0,0,0,8.0,0,4221264.95,,집중호우 인한 도로유실,14396854.75,355,POINT(14396854.746099999 4221264.9496999998),0
323,울산광역시 울주군 서생면 서생리 산26-1,26,1,3171031027,2014.0,25.0,0,0,8.0,0,4215296.949,,폭우 인한 산사태,14397281.61,357,POINT(14397281.6095 4215296.9489000002),0
324,울산광역시 울주군 서생면 나사리 251,251,,3171031023,2014.0,25.0,0,0,8.0,0,4212377.126,,폭우 인한 산사태,14398551.12,358,POINT(14398551.1184 4212377.1260000002),0
325,"울산광역시 울주군 온산읍 덕신리 681, 682",682,,3171025032,2014.0,25.0,0,0,8.0,0,4225726.025,,집중호우 인한 제방붕괴,14394236.52,359,POINT(14394236.520099999 4225726.0247),0
326,울산광역시 울주군 온산읍 덕신리 1065,1065,,3171025032,2014.0,25.0,0,0,8.0,0,4222741.383,,집중호우 인한 제방붕괴,14393053.35,360,POINT(14393053.3467 4222741.3831000002),0
327,전북특별자치도 군산시 조촌동 산 48-1,48,1,5213013400,2014.0,25.0,17000,0,8.0,0,4297238.904,,호우에 의한 붕괴,14109379.22,365,POINT(14109379.2169 4297238.9035),0
328,"울산광역시 울주군 서생면 용리 5-1, 5-5",5,5,3171031026,2014.0,25.0,0,0,8.0,0,4214081.413,,폭우 인한 산사태,14396538.39,370,POINT(14396538.3879 4214081.4127000002),0
329,울산광역시 울주군 서생면 대송리 산20,20,,3171031025,2014.0,25.0,0,0,8.0,0,4213687.415,,폭우 인한 산사태,14399660.13,371,POINT(14399660.1303 4213687.4154000003),0
330,울산광역시 울주군 온산읍 삼평리 143,143,,3171025022,2014.0,25.0,0,0,8.0,0,4219993.745,,집중호우 인한 농수로매몰,14396813.65,372,POINT(14396813.645099999 4219993.7448000005),0
331,울산광역시 울주군 서생면 화산리 산179-4,179,4,3171031024,2014.0,25.0,0,0,8.0,0,4210885.61,,폭우 인한 산사태,14392822.16,374,POINT(14392822.1613 4210885.6102),0
332,"울산광역시 울주군 온산읍 덕신리 1134, 1135",1135,,3171025032,2014.0,25.0,0,0,8.0,0,4223771.515,,집중호우 인한 농로매몰,14391905.49,375,POINT(14391905.491 4223771.5144999996),0
333,울산광역시 울주군 서생면 화산리 산237,237,,3171031024,2014.0,25.0,0,0,8.0,0,4214127.178,,폭우 인한 산사태,14392210.66,376,POINT(14392210.664100001 4214127.1781000001),0
334,울산광역시 울주군 서생면 화산리 산45,45,,3171031024,2014.0,25.0,0,0,8.0,0,4215599.399,,폭우 인한 산사태,14391577.78,377,POINT(14391577.782199999 4215599.3991),0
335,"울산광역시 울주군 온산읍 강양리 201, 198",198,,3171025023,2014.0,25.0,0,0,8.0,0,4217977.336,,집중호우 인한 제방매몰,14398519.14,379,POINT(14398519.1425 4217977.3364000004),0
336,울산광역시 울주군 온산읍 강양리 893-3,893,3,3171025023,2014.0,25.0,0,0,8.0,0,4218397.409,,집중호우 인한 제방붕괴,14397474.99,383,POINT(14397474.9944 4218397.409),0
337,울산광역시 울주군 서생면 서생리 산47,47,,3171031027,2014.0,25.0,0,0,8.0,0,4215608.247,,폭우 인한 산사태,14397165.46,384,POINT(14397165.462099999 4215608.2467),0
338,울산광역시 울주군 서생면 화산리 산49-1,49,1,3171031024,2014.0,25.0,0,0,8.0,0,4215452.431,,폭우 인한 산사태,14392249.01,385,POINT(14392249.0132 4215452.4312000005),0
339,부산광역시 북구 덕천동 637,637,,2632010400,2014.0,25.0,11450,0,8.0,0,4193465.686,부산광역시 북구 금곡대로92번길 2,사면붕괴,14360862.53,389,POINT(14360862.525699999 4193465.6855000001),0
340,울산광역시 울주군 서생면 대송리 산16,16,,3171031025,2014.0,25.0,0,0,8.0,0,4213380.359,,폭우 인한 산사태,14399476.52,391,POINT(14399476.524499999 4213380.3585999999),0
341,울산광역시 울주군 서생면 화정리 산62,62,,3171031029,2014.0,25.0,0,0,8.0,0,4216913.177,,폭우 인한 산사태,14397236.77,393,POINT(14397236.7656 4216913.1772999996),0
342,강원특별자치도 속초시 영랑동 1-6,1,6,5121010100,2014.0,3.0,2000,0,9.0,0,4609705.21,,집중호우로 인한 낙석발생으로 상가건물 지붕 및 벽체 일부 파손,14315719.69,394,POINT(14315719.689200001 4609705.2095999997),0
343,경상북도 울진군 기성면 기성리 104,104,,4793035022,2014.0,29.0,0,1,9.0,0,4411627.253,,오폐수관로공사 중 옹벽이 무너져 공사인부가 담벼락에 깔린 사고,14411015.88,395,POINT(14411015.8835 4411627.2533),1
344,충청북도 충주시 용산동 1940-3,1940,3,4313010600,2014.0,13.0,0,1,10.0,0,4433473.561,충청북도 충주시 금봉1길 18,공사중 구조물 붕괴,14242436.73,396,POINT(14242436.7326 4433473.5604999997),1
345,경기도 성남시 분당구 삼평동 682 유스페이스몰 야외공연장,,,4113510900,2014.0,17.0,0,16,10.0,27,4495299.083,,관람객 하중에 의한 환풍구 덮개 붕괴,14149449.97,397,POINT(14149449.9715 4495299.0824999996),11
346,충청북도 충주시 살미면 재오개리 53-2,53,2,4313031023,2014.0,29.0,0,0,10.0,1,4429009.516,,조경작업 중 구조물 붕괴,14249313.16,398,POINT(14249313.1602 4429009.5158000002),1
347,서울특별시 마포구 도화동 25-13,25,13,1144010400,2014.0,19.0,0,0,11.0,1,4515030.656,,통신선 지중화 작업 중 흙더미 붕괴,14132196.73,400,POINT(14132196.7267 4515030.6560000004),1
348,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,25.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,424,POINT(14061143.2498 3926876.3491000002),0
349,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,28.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,425,POINT(14061143.2498 3926876.3491000002),0
350,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,401,POINT(14061143.2498 3926876.3491000002),0
351,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,27.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,402,POINT(14061143.2498 3926876.3491000002),0
352,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,5.0,0,3926876.349,,호우시 낙석발생,14061143.25,280,POINT(14061143.2498 3926876.3491000002),0
353,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,9.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,282,POINT(14061143.2498 3926876.3491000002),0
354,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,16.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,283,POINT(14061143.2498 3926876.3491000002),0
355,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,25.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,424,POINT(14061143.2498 3926876.3491000002),0
356,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,28.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,425,POINT(14061143.2498 3926876.3491000002),0
357,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,401,POINT(14061143.2498 3926876.3491000002),0
358,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,27.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,402,POINT(14061143.2498 3926876.3491000002),0
359,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,5.0,0,3926876.349,,호우시 낙석발생,14061143.25,280,POINT(14061143.2498 3926876.3491000002),0
360,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,9.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,282,POINT(14061143.2498 3926876.3491000002),0
361,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,16.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,283,POINT(14061143.2498 3926876.3491000002),0
362,서울특별시 송파구 거여동 26-8,26,8,1171011300,2015.0,6.0,0,0,1.0,0,4508115.316,,불명,14153641.52,403,POINT(14153641.5163 4508115.3154999996),0
363,경기도 연천군 신서면 도신리 974-3,974,3,4180036022,2020.0,11.0,153679,0,8.0,0,4602435.431,,폭우로 인한 법면 유실,14147627.48,682,POINT(14147627.480799999 4602435.4309),0
364,경기도 연천군 신서면 덕산리 3,3,,4180036029,2020.0,11.0,69803,0,8.0,0,4614689.475,,폭우로 인한 법면 유실,14147282.39,683,POINT(14147282.3903 4614689.4748999998),0
365,경기도 연천군 신서면 신현리 25,25,,4180036030,2020.0,11.0,107852,0,8.0,0,4611968.244,,폭우로 인한 법면 유실,14143775.83,684,POINT(14143775.826400001 4611968.2443000004),0
366,경기도 연천군 신서면 도밀리 406,406,,4180036027,2020.0,11.0,121853,0,8.0,0,4615540.007,,폭우로 인한 법면 유실,14147928.04,685,POINT(14147928.043400001 4615540.0069000004),0
367,경기도 연천군 신서면 도밀리 378,378,,4180036027,2020.0,11.0,121638,0,8.0,0,4617695.002,,폭우로 인한 법면 유실,14147950.31,686,POINT(14147950.3073 4617695.0022999998),0
368,경기도 연천군 신서면 신현리 15,15,,4180036030,2020.0,11.0,100381,0,8.0,0,4612492.592,,폭우로 인한 법면 유실,14144054.13,687,POINT(14144054.1251 4612492.5921999998),0
369,경기도 연천군 신서면 도밀리 7,7,,4180036027,2020.0,11.0,133860,0,8.0,0,4617907.691,,폭우로 인한 법면 유실,14149174.82,688,POINT(14149174.821699999 4617907.6908),0
370,경기도 연천군 신서면 도밀리 384,384,,4180036027,2020.0,11.0,45859,0,8.0,0,4616574.916,,폭우로 인한 법면 유실,14148150.68,689,POINT(14148150.682399999 4616574.9155000001),0
371,경기도 연천군 신서면 도밀리 3-1,3,1,4180036027,2020.0,11.0,172397,0,8.0,0,4617624.107,,폭우로 인한 법면 유실,14149753.68,690,POINT(14149753.683 4617624.1070999997),0
372,경기도 연천군 신서면 도신리 962,962,,4180036022,2020.0,11.0,58111,0,8.0,0,4601911.594,,폭우로 인한 법면 유실,14147193.33,691,POINT(14147193.334799999 4601911.5938999997),0
373,경기도 연천군 신서면 답곡리 1072,1072,,4180036025,2020.0,11.0,192584,0,8.0,0,4607845.248,,폭우로 인한 법면 유실,14144143.18,692,POINT(14144143.1807 4607845.2482000003),0
374,경기도 연천군 중면 도연리 94,94,,4180037031,2020.0,11.0,52141,0,8.0,0,4609120.226,,폭우로 인한 법면 유실,14139835.12,693,POINT(14139835.1164 4609120.2255999995),0
375,강원특별자치도 홍천군 내촌면 물걸리 56,56,,5172033021,2020.0,13.0,0,0,8.0,0,4549183.246,,비포장도로 내 공동현상으로 인한 지반침하 발생,14268197.06,694,POINT(14268197.0646 4549183.2457999997),0
376,경기도 구리시 교문동 813,813,,4131010400,2020.0,20.0,0,0,8.0,0,4521688.311,,터널시공관리부실에 따른 도로침하,14152916.27,695,POINT(14152916.2698 4521688.3104999997),0
377,경상남도 밀양시 산외면 희곡리 950,950,,4827033023,2020.0,1.0,12229,0,9.0,0,4237611.584,,폭우로 인한  유실,14343176.2,696,POINT(14343176.1963 4237611.5837000003),0
378,경상남도 밀양시 산내면 남명리 산219,219,,4827034028,2020.0,1.0,44575,0,9.0,0,4242370.721,,폭우로 인한  유실,14354791.02,697,POINT(14354791.016000001 4242370.7204999998),0
379,경상남도 밀양시 단장면 구천리 산143,143,,4827035032,2020.0,1.0,9172,0,9.0,0,4238759.064,,폭우로 인한  유실,14351846.55,698,POINT(14351846.548699999 4238759.0642999997),0
380,경상남도 밀양시 단장면 구천리 산92,92,,4827035032,2020.0,1.0,18343,0,9.0,0,4241256.527,,폭우로 인한  유실,14350803.96,699,POINT(14350803.9637 4241256.5274),0
